user_id,timestamp,latitude,longitude,poi_type,activity,duration_minutes,speed_kmh,accuracy_meters
user_0001,2023-01-01 08:00:00.000000,40.62848469228299,-73.98016855869835,work,walking,19.909930270517496,2.1944791987334455,15.399702534655136
user_0046,2023-01-01 08:00:00.000000,40.65879316269952,-73.9552035927396,work,stationary,17.298543432104932,6.221437630663456,41.45524744627065
user_0045,2023-01-01 08:00:00.000000,40.76251738523952,-73.94715308617634,home,stationary,10.15284913205532,0.01857329789685086,36.975246541779626
user_0034,2023-01-01 08:00:00.000000,40.72161638458362,-74.07201401032032,shop,driving,1.2586390055327359,1.5669609199464942,39.64103274189432
user_0036,2023-01-01 08:00:00.000000,40.70080257862572,-73.98969606139423,work,stationary,36.91665531779959,13.319494256320816,8.97771677591678
user_0047,2023-01-01 08:00:00.000000,40.69120610670776,-74.01008170033906,gym,stationary,28.24471934659269,1.7517667810263446,13.092959500247614
user_0044,2023-01-01 08:00:00.000000,40.781320912018344,-73.99656420465898,home,walking,17.975955066593585,7.7719100990851775,30.776605187914924
user_0018,2023-01-01 08:00:00.000000,40.678753980576396,-74.09847193771833,work,cycling,14.954595458478309,0.6746914556620034,30.34330409979579
user_0048,2023-01-01 08:00:00.000000,40.74556254889461,-74.05454973861293,home,walking,27.385623490034398,0.11169486790042624,27.04070717298727
user_0032,2023-01-01 08:00:00.000000,40.698580140052776,-73.99959578432136,home,cycling,10.933877939632245,4.419144126773275,5.8375797979270425
user_0040,2023-01-01 08:00:00.000000,40.70149110447674,-73.97817287175742,work,stationary,10.370083352202442,2.453430564407806,34.848172362999435
user_0028,2023-01-01 08:00:00.000000,40.62917332714677,-73.91059242888588,gym,walking,56.93725951803055,7.438588622155154,46.725369134802754
user_0008,2023-01-01 08:00:00.000000,40.703895889411214,-74.07951535506761,home,walking,7.1416877160302805,9.744447284840302,11.323198621457568
user_0041,2023-01-01 08:00:00.000000,40.79911412760185,-73.904925649747,gym,stationary,54.56083417466018,1.2479621124542812,7.746991432074662
user_0016,2023-01-01 08:00:00.000000,40.63621403697734,-74.09698991131907,home,stationary,22.486853200632805,2.433649563574176,30.153306371095013
user_0005,2023-01-01 08:01:06.454374,40.75909386237344,-73.93075472990454,home,stationary,22.398258046848674,12.256917056923234,46.242174173077814
user_0046,2023-01-01 08:02:29.038619,40.659671659598274,-73.95874704226998,restaurant,walking,2.93475633572968,6.999017345198731,25.112972753879
user_0004,2023-01-01 08:07:17.003167,40.61705746174749,-74.0210617274034,shop,walking,16.522265490741876,1.516838138375702,21.0845372637033
user_0008,2023-01-01 08:09:43.190445,40.709998897187724,-74.07136101912832,gym,stationary,38.28130783831765,2.273558435903048,25.584294813982126
