user_id,timestamp,latitude,longitude,poi_type,activity,duration_minutes,speed_kmh,accuracy_meters
user_0059,2023-01-01 08:00:00.000000,40.639625648091524,-73.99676080959378,work,walking,0.06315830298980556,10.338425067097063,33.05391418379992
user_0059,2023-01-01 22:00:00.000000,40.63990742822055,-73.99643149384856,home,driving,74.76067037327427,11.009121206397348,15.301097296254836
user_0059,2023-01-02 17:03:19.837149,40.681782923683535,-73.98379875746974,restaurant,stationary,0.38565143524432816,4.980998825848326,16.847781539395243
user_0059,2023-01-03 08:00:00.000000,40.68014641975673,-73.98306296207184,work,walking,21.312552671780416,0.6305370464584169,30.229169942039782
user_0059,2023-01-03 22:00:00.000000,40.63845759883992,-73.99720370633028,home,stationary,41.57847852880844,7.717605155588413,24.573071214888294
user_0059,2023-01-04 08:23:05.875480,40.67015472229982,-73.9892482391223,work,stationary,32.307944067215665,9.498363384515157,48.99828165207536
user_0059,2023-01-04 10:32:11.282126,40.682082160334566,-73.98273686046291,home,stationary,16.17220267319752,4.055932797305674,44.86418452110205
user_0059,2023-01-04 12:20:28.674310,40.70719088738669,-74.00269419616785,gym,walking,16.677123330626035,11.543660043832675,9.82330502169485
user_0059,2023-01-04 22:00:00.000000,40.67984042769075,-73.98396492949952,park,driving,9.820446260678304,7.762538271099418,17.67082386124707
user_0059,2023-01-05 08:54:21.816688,40.68217295512423,-73.98167569045053,work,stationary,5.675368502782577,3.060155316163365,42.716021331029275
user_0059,2023-01-05 15:05:39.526991,40.63961309181935,-73.9973076376943,restaurant,walking,4.2601533791377,11.308664069388414,18.52935892588374
user_0059,2023-01-05 15:28:48.809069,40.68036333837494,-73.9807682919607,shop,stationary,4.229937531198899,12.662403152246316,33.744756050997225
user_0059,2023-01-05 18:37:59.031245,40.63889984676847,-73.99565233661899,shop,stationary,18.81668989724906,4.472801757038826,17.220249127178704
user_0059,2023-01-06 08:00:00.000000,40.73117613493867,-73.97261026808062,home,stationary,44.53189962714446,0.6611827578986753,10.70800958399793
user_0059,2023-01-06 14:35:41.920350,40.63942682530537,-73.99590301907764,work,stationary,89.98422880538793,6.3921269524303606,44.54504619001185
user_0059,2023-01-07 16:13:18.656812,40.68230753769431,-73.98292405934642,work,driving,2.2643097480237246,13.171380107864746,47.86614726500704
user_0059,2023-01-08 09:52:11.294059,40.63949066554063,-73.9961512052091,home,walking,30.763671602969694,3.7289730884574923,7.856778377711011
user_0059,2023-01-08 19:23:01.322478,40.63913661776033,-73.9949018505611,shop,stationary,63.100891972838795,2.6293062146785524,30.150784809592608
user_0059,2023-01-09 17:17:56.006029,40.67960837798204,-73.98327888027961,work,walking,1.8788616366200157,3.5022697658986477,6.282449846168151
user_0059,2023-01-10 09:47:16.258861,40.67966861953075,-73.9843829818923,shop,driving,31.200221124772426,7.122353451148422,39.48394360893787
user_0059,2023-01-10 09:58:58.488852,40.64029290789722,-73.996288045019,shop,driving,112.70876090205411,7.068200814456487,40.429608005931605
