user_id,timestamp,latitude,longitude,poi_type,activity,duration_minutes,speed_kmh,accuracy_meters
user_0084,2023-01-01 09:37:55.214806,40.67345672232172,-74.04477667768911,home,stationary,2.6586659923365414,7.0894646327304045,14.022663746190547
user_0084,2023-01-01 10:20:57.403082,40.63684924994423,-74.0660821847555,home,driving,55.613361919005214,2.8643669956216558,6.1305090871639285
user_0084,2023-01-01 12:00:34.847518,40.67426101385341,-74.04448607440271,restaurant,walking,47.207418383798206,2.100316428343117,22.88244882505643
user_0084,2023-01-01 14:43:48.601032,40.63730912315528,-74.0669586880087,grocery,stationary,62.54966699950245,2.6561320201434757,22.507127495375755
user_0084,2023-01-01 15:10:13.893038,40.63682380982167,-74.06415799283883,park,walking,0.8028627044319389,12.025299944450587,40.43901359477521
user_0084,2023-01-01 16:09:49.389740,40.67527411663436,-74.04322324011224,home,walking,20.807017088706328,0.08457818677337665,18.415304076695108
user_0084,2023-01-02 11:23:52.625419,40.61959949814704,-74.0210924804795,home,stationary,14.939018869467828,0.5111956494287988,38.65315100499738
user_0084,2023-01-02 14:46:44.567706,40.636375818844215,-74.0657549315122,home,stationary,14.321537995113745,3.956701891902962,25.53658828031867
user_0084,2023-01-03 15:33:13.467523,40.63735444530905,-74.06406567857948,work,walking,35.157473600310766,0.771791528424069,7.127130185618221
user_0084,2023-01-03 18:58:44.035312,40.63725103971539,-74.06593895865647,restaurant,stationary,39.78363364607992,3.372870496625592,9.303415254526207
user_0084,2023-01-03 19:46:05.499467,40.63634447951113,-74.06486360026734,home,walking,46.588865622696545,1.6406020423958012,5.98901393032297
user_0084,2023-01-04 14:39:25.893290,40.674282643925046,-74.04527930628163,shop,stationary,45.35214793667217,0.3716266473505404,10.618429657912698
user_0084,2023-01-04 15:00:54.195338,40.674352526104144,-74.04343202613721,gym,stationary,19.581714578704993,3.9988036644440723,19.545854619061718
user_0084,2023-01-04 17:38:39.327599,40.637336190591746,-74.06535540729818,park,driving,23.35540223585134,7.1989655834446395,28.33389146942253
user_0084,2023-01-04 18:53:18.050992,40.673327590251844,-74.04358636297736,cafe,driving,34.928626753959534,6.431268227632515,8.009450979160599
user_0084,2023-01-04 19:29:09.707802,40.63600835674882,-74.06404580675628,work,driving,6.378138773063934,1.2921377527716371,5.3657042768086995
user_0084,2023-01-05 08:00:00.000000,40.63722262840019,-74.06621580719133,work,driving,17.395131842331278,5.058709261907001,48.76777197078767
user_0084,2023-01-05 14:27:37.898124,40.67342508368308,-74.04551039651983,work,stationary,20.004949908705438,7.421354846199911,41.17400516188717
user_0084,2023-01-05 18:26:52.571847,40.63685281670673,-74.06466057417924,work,walking,54.539313427220385,0.6864472401457732,23.103771651445058
user_0084,2023-01-06 13:21:36.800288,40.67429661581269,-74.04478187934166,work,stationary,51.963823316586115,1.6169727899272843,9.095099636282463
user_0084,2023-01-07 14:36:30.989125,40.636965867087326,-74.06614085970418,shop,walking,16.112381996063014,2.0362197155827246,41.062368836063996
user_0084,2023-01-07 20:13:22.437862,40.801697303082015,-74.05975706420516,shop,driving,49.72897335627113,2.5851299745003553,6.644951402636607
user_0084,2023-01-08 11:35:09.101731,40.67549205534229,-74.04349841915267,park,driving,1.3430238786147122,1.9629863594507715,39.614658676106785
user_0084,2023-01-08 12:27:48.174573,40.67352122931242,-74.04232631737032,restaurant,walking,9.448382697276443,4.7905665285415076,14.56135003098249
user_0084,2023-01-08 12:42:41.073739,40.63862684038122,-74.06472756650975,gym,driving,62.60619585446199,0.014633997085626163,21.492643072556035
user_0084,2023-01-08 13:54:46.985891,40.730745214826854,-74.093099410849,work,stationary,8.673943113675659,3.3494240044479575,10.367166025592942
user_0084,2023-01-08 17:20:11.841543,40.73305839162448,-73.98607807501357,shop,driving,15.777943651620248,4.410493157840431,18.989059275987277
user_0084,2023-01-08 17:25:14.580278,40.67279843655882,-74.04394396755956,restaurant,cycling,0.7658274151449536,9.561436305349716,38.594797018874495
user_0084,2023-01-09 08:00:00.000000,40.67512966611317,-74.04279413312341,work,walking,2.946939605153373,0.15306232692353341,47.20884230851017
user_0084,2023-01-09 08:00:00.000000,40.76792366189504,-73.92287623690437,shop,stationary,17.40486924084195,0.9245307437716516,8.663068135106837
user_0084,2023-01-09 08:00:00.000000,40.76628224425954,-74.09570749612007,restaurant,stationary,10.778290851950965,3.7182053556482653,29.842917458924212
user_0084,2023-01-09 13:04:49.787521,40.74257266025017,-73.98576715342384,home,driving,14.660386956497153,4.555337184270859,20.46649482144607
user_0084,2023-01-09 15:49:21.774262,40.80487194138992,-74.0590790162068,home,driving,4.177451394182499,15.23466121422379,30.385875271532033
user_0084,2023-01-10 12:04:02.560196,40.636465958748815,-74.06426014343037,work,stationary,17.020790046680023,1.534167434726447,15.828916695247788
user_0084,2023-01-10 13:50:49.580555,40.63580021272856,-74.06592383588061,shop,walking,3.4369460444161524,5.556099461406275,35.417584132808145
user_0084,2023-01-10 14:18:23.880708,40.79885529662158,-73.96167458924243,other,walking,49.97342856014449,3.353876393204156,33.443552779617804
user_0084,2023-01-10 15:11:01.045485,40.637749021728595,-74.06337526730478,home,driving,6.539214796595124,1.6641179520081586,31.86697787424865
user_0084,2023-01-10 15:57:47.792430,40.639446702181154,-74.06531887682357,other,stationary,7.2116813729741125,16.08441209031949,47.178278564948116
user_0084,2023-01-10 21:40:54.495306,40.79047275711368,-74.09463808066867,cafe,driving,65.7070849514127,0.7289683847253757,12.240883889524415
user_0084,2023-01-11 09:06:54.636309,40.67456321574286,-74.04603117855002,park,stationary,72.26471693431404,0.8841309247517469,47.31477041935354
user_0084,2023-01-11 10:32:58.375171,40.63691474618651,-74.0654669103046,work,stationary,88.13393245198662,3.9552587810598556,15.944169026584317
user_0084,2023-01-11 20:47:36.974930,40.63898255480185,-74.06501150701507,home,stationary,9.175232506349586,5.006978258321343,41.08853073096346
user_0084,2023-01-12 08:00:00.000000,40.67386947353534,-74.04615936670602,cafe,walking,4.128164254109692,8.027398780138489,31.193041395764176
user_0084,2023-01-12 08:04:35.948220,40.78179510610766,-74.0630793820799,other,cycling,28.840287723651695,4.920453803914447,13.052246097568416
user_0084,2023-01-12 09:50:19.550673,40.67414028316554,-74.04377229456634,park,walking,26.763195701147687,3.933214633737765,28.161410272693733
user_0084,2023-01-12 12:44:00.850966,40.67408373912075,-74.04469563266122,restaurant,driving,5.525100283440702,0.22741403579242728,26.63124016435727
user_0084,2023-01-12 17:25:09.501992,40.63773917289654,-74.06476233895712,park,cycling,2.318775383569138,6.858492293411894,7.907494798393937
user_0084,2023-01-13 08:00:00.000000,40.67434064537636,-74.04326118579249,shop,driving,47.625822720483534,2.101284022395756,45.72965588969309
user_0084,2023-01-13 08:00:00.000000,40.811810999001025,-73.98516495682779,home,stationary,71.28380280334758,0.3627497493851505,49.190888496010366
user_0084,2023-01-13 09:29:39.173153,40.63861484748919,-74.06403319603582,home,stationary,43.59364905490725,1.0954498739366578,11.881855448391658
user_0084,2023-01-13 12:34:16.795609,40.674281966019166,-74.04546792983113,home,driving,25.775077555939408,26.297514677642884,8.912575970319358
user_0084,2023-01-14 10:37:31.339652,40.676415184517836,-73.97557598785822,shop,stationary,19.454045733639372,1.4839063060402222,7.923387565115685
user_0084,2023-01-14 14:16:04.340332,40.63071697035837,-74.05761436278232,home,cycling,6.532338547500323,2.801348043575893,22.91649989130917
user_0084,2023-01-14 22:00:00.000000,40.67595763363114,-74.04503316367028,gym,stationary,66.28738661688253,3.4706712986489423,44.7382460365448
user_0084,2023-01-15 13:52:01.230288,40.63634469872998,-74.06566298071003,home,stationary,64.60847590888143,13.344467402395658,42.90995455863076
user_0084,2023-01-16 13:38:25.815507,40.63703886534183,-74.06625074330545,home,cycling,11.513329851010203,5.067765596593185,48.730117041221604
user_0084,2023-01-16 16:35:30.594850,40.64593139383748,-74.08417647558991,work,stationary,0.6120818641953114,11.984483175434335,34.745068217267104
user_0084,2023-01-16 18:45:43.923239,40.67239135261897,-74.0475029964017,gym,stationary,77.08952120231963,11.304102248397614,18.536484986037586
user_0084,2023-01-17 12:29:18.955155,40.63790131183959,-74.06694496818454,work,stationary,11.781387176175976,23.144813397803965,41.59131176348756
user_0084,2023-01-17 16:18:49.985242,40.636433316015356,-74.06528303556018,restaurant,driving,1.9475886704199115,1.7263111776929472,29.64365759229258
user_0084,2023-01-18 14:18:23.475176,40.63886228474652,-73.9572588232764,park,stationary,20.527918987382627,6.867453347875699,16.952509192652055
user_0084,2023-01-18 14:50:51.577610,40.63854106365645,-74.06532479428677,cafe,walking,32.390960093180496,5.088238661836192,26.964518133519057
user_0084,2023-01-19 10:52:57.947945,40.67303749158227,-74.04403210049679,restaurant,stationary,1.201421506690956,4.14151092415745,17.635504949365355
user_0084,2023-01-19 14:10:31.527661,40.67413123395768,-74.04466679034687,home,stationary,20.121115600992383,1.1849909514778025,47.4404960666205
user_0084,2023-01-19 15:33:44.193956,40.656668078895976,-74.06670915773883,park,walking,32.91298011539588,0.5657243208736923,20.503516491455827
user_0084,2023-01-19 16:46:36.086643,40.675941685997294,-74.0431508807665,gym,walking,3.1141777992170336,9.153616177401517,20.292405249825173
user_0084,2023-01-20 18:41:26.031362,40.637432869386494,-74.06567190018534,gym,stationary,40.98946256741537,13.910548285393263,25.495799184175265
user_0084,2023-01-21 16:05:39.402332,40.639180977875725,-74.06684446531466,park,walking,63.16643581957078,9.434852764841633,34.641050296838856
user_0084,2023-01-22 09:12:17.754966,40.63805966647874,-74.06567690999265,work,driving,35.63079396722576,4.106387949112339,9.064678385195105
